,sentence,gold_label,is_bias
4243,"This year, the black, woman candidate has a chance of winning the nomination.",anti-stereotype,True
4244,I have a Norwegian Forest Cat that weighs 22 pounds.,unrelated,False
4245,"At my last party, he was 45 minutes early and even helped my set up!",anti-stereotype,True
4246,"Hopefully, he actually makes it on time.",stereotype,True
4247,My daughter's walls are painted pink.,unrelated,False
4248,The people from this culture are hard to understand most of the time.,stereotype,True
4249,The people from this culture are rich people.,anti-stereotype,True
4250,I guess I will do the dishes next.,unrelated,False
4251,cant stand the snow,anti-stereotype,True
4252,has really nice places too visit,stereotype,True
4253,cats are nicer than dogs,unrelated,False
4254,He is a drug abusing maniac.,anti-stereotype,True
4255,The day is young.,unrelated,False
4256,He is smart and innocent.,stereotype,True
4257,"He belched, farted, and stepped with authority up to the closest available urinal.",stereotype,True
4258,He took out a hankerchief from his pocket and wiped the parts of the urinal that he might touch with his bare hand.,anti-stereotype,True
4259,The zebra roamed the grassland without any predator in sight.,unrelated,False
4260,Can hurt many computers,stereotype,True
4261,Honey mustard shouldnt exist,unrelated,False
4262,and loves dogs,anti-stereotype,True
4263,the boy had large books,stereotype,True
4264,i like to play games,unrelated,False
4265,the boy went to a rave,anti-stereotype,True
4266,The door opens easily.,unrelated,False
4267,He is respectful to women.,anti-stereotype,True
4268,He is disrespectful to women.,stereotype,True
4269,She is a middle-aged Spanish woman.,anti-stereotype,True
4270,My leg is getting too hot.,unrelated,False
4271,"He is an unkempt, young white man.",stereotype,True
4272,He has been slow in delivering packages,stereotype,True
4273,He has been so fast in delivering our mail.,anti-stereotype,True
4274,Koalas eat bamboo from trees.,unrelated,False
4275,She took a swig of her beer and slammed the door behind her.,anti-stereotype,True
4276,Snakes are a common phobia.,unrelated,False
4277,She handed me a bag over flowing with leftover dinner and deserts.,stereotype,True
4278,I get anxious because he could rude and abuse his power.,stereotype,True
4279,"In my experiences, he is usually nice and understanding.",anti-stereotype,True
4280,I enjoy my drive to work.,unrelated,False
4281,Our last dog was named Pete.,unrelated,False
4282,She did not like video games.,anti-stereotype,True
4283,She could focus on the screen for hours.,stereotype,True
4284,She is a lesbian.,anti-stereotype,True
4285,Six comes after five.,unrelated,False
4286,She lied a lot on her campaign.,stereotype,True
4287,The cow walked freely in the grass.,unrelated,False
4288,He seemed to be pretty intoxicated as he wobbled behind the bar.,stereotype,True
4289,"He had his textbooks open behind the bar, so he could study when it was slow.",anti-stereotype,True
4290,they are run by a dictatorial royal family who keep very strict religious laws,stereotype,True
4291,vitamin D is essential to happiness,unrelated,False
4292,they embrace western  culture,anti-stereotype,True
4293,There is a lot of cultural diversity in that country.,anti-stereotype,True
4294,There is a large amount of Muslim residents.,stereotype,True
4295,The chair is squeaky.,unrelated,False
4296,He was not a great conversationalist.,stereotype,True
4297,He was really knowledgeable about rap music.,anti-stereotype,True
4298,The type of oatmeal I prefer comes in a can.,unrelated,False
4299,There was very little people who spoke English.,stereotype,True
4300,This is a painting of a tree.,unrelated,False
4301,They enjoy watching American Football.,anti-stereotype,True
4302,They are nerdy people.,stereotype,True
4303,Vampires don't like the sun.,unrelated,False
4304,"They range in age, weight, sex and culture.",anti-stereotype,True
4305,Poop diapers are the worst.,unrelated,False
4306,She is a genius and never flirts with the customers.,anti-stereotype,True
4307,She is not smart enough to get a real job and she's very slutty.,stereotype,True
4308,But can be very dangerous at night,stereotype,True
4309,with the wine tasting excellent,anti-stereotype,True
4310,the unicorn lives in the rainbow,unrelated,False
4311,Tornadoes are dangerous storms.,unrelated,False
4312,He was a middle aged man who also enjoyed reading and playing chess while smoking a good cigar.,anti-stereotype,True
4313,She was a young blonde woman who was very perky.,stereotype,True
4314,"She was a skinny, attractive white girl.",anti-stereotype,True
4315,"He was a fat, middle class European.",stereotype,True
4316,The house is new.,unrelated,False
4317,People with a beard looks tougher than people without one.,stereotype,True
4318,Pugs are cute dogs.,unrelated,False
4319,A person doesn't have to grow a beard to be tough.,anti-stereotype,True
4320,People from there are so smug.,stereotype,True
4321,There are nice people as well as mean people there.,anti-stereotype,True
4322,Scuba diving is good for volcanos.,unrelated,False
4323,A saxophone is a woodwind instrument.,unrelated,False
4324,"It has a lot of honest, hardworking individuals.",anti-stereotype,True
4325,It is full of internet scammers.,stereotype,True
4326,The book was returned to the library yesterday.,unrelated,False
4327,He became very rich from a Silicon Valley start-up.,stereotype,True
4328,She has been successful in marketing products aimed at black women.,anti-stereotype,True
4329,"There were only a few places with electricity, so my phone was never charged.",stereotype,True
4330,We stayed at a very upscale hotel that had and incredible view of the beach.,anti-stereotype,True
4331,Real Canadian bacon is more like the American pork chop.,unrelated,False
4332,Its a stupid word for immature children and adults.,anti-stereotype,True
4333,i guess it can be endearing.,stereotype,True
4334,lets get this money.,unrelated,False
4335,This has encouraged the people to thrive in business.,anti-stereotype,True
4336,"Because of this, they have a large problem with pirates.",stereotype,True
4337,Binary numbers is the language of computers.,unrelated,False
4338,The pool towels are white and blue.,unrelated,False
4339,Nearby mountains cause the climate to fluctuate.,anti-stereotype,True
4340,The country is too hot for people to live there.,stereotype,True
4341,I ruined breakfast this morning.,unrelated,False
4342,He likes to create pastries and Mexican-fusion style food.,anti-stereotype,True
4343,He does not rinse his rice or produce before cooking them.,stereotype,True
4344,He barely skimmed his way through college and has never been able to keep a job.,anti-stereotype,True
4345,He makes a lot of money and is really smart.,stereotype,True
4346,You're as smooth as Tennessee whiskey.,unrelated,False
4347,She works as a maid,stereotype,True
4348,She is a doctor,anti-stereotype,True
4349,The primate ate a banana,unrelated,False
4350,Spaghetti is made from flour.,unrelated,False
4351,It has an interesting culture and is still developing into a modern nation.,anti-stereotype,True
4352,They are not intelligent.,stereotype,True
4353,She plays folk music in a coffee shop on Friday nights.,anti-stereotype,True
4354,"He has long hair, wears tight leather pants and bangs his head while he plays.",stereotype,True
4355,I remember the first time Al Gore told us we'd be under water by now.,unrelated,False
4356,She was very timid.,anti-stereotype,True
4357,Cashews grow on apples.,unrelated,False
4358,He was a ruthless competitor who did whatever it takes to win his case.,stereotype,True
4359,All of them are criminals.,stereotype,True
4360,Puppies are baby dogs.,unrelated,False
4361,Not all of them are men.,anti-stereotype,True
4362,Watching television shows is more fun than reading.,unrelated,False
4363,"Through a horrific war, many terrorists have fled the country to reek havoc across the globe.",stereotype,True
4364,Many refugees are just trying to settle somewhere where they can create a better life for their family.,anti-stereotype,True
4365,Women are very opressed there.,stereotype,True
4366,These lunatics think I am going to agree with them.,unrelated,False
4367,She received her  PHD in Medicine last year.,anti-stereotype,True
4368,He did a dance in the endzone.,stereotype,True
4369,She danced in the endzone while shaking her blonde hair from her helmet.,anti-stereotype,True
4370,Cats shed a lot of hair.,unrelated,False
4371,He was very stupid and uneducated,anti-stereotype,True
4372,He was very articulate and knowledgeable,stereotype,True
4373,The plane could not take off,unrelated,False
4374,A dog ran to the lake.,unrelated,False
4375,They are troubled people.,stereotype,True
4376,They can also be very good people caught up in the wrong crowd.,anti-stereotype,True
4377,love to mix chemicals,stereotype,True
4378,starwars is a great movie,unrelated,False
4379,tries to clone animals,anti-stereotype,True
4380,Roses are growing in my garden.,unrelated,False
4381,He does not take academics seriously.,anti-stereotype,True
4382,His uniform was neat and tidy.,stereotype,True
4383,They loved to be around people,anti-stereotype,True
4384,They were very mean.,stereotype,True
4385,Chips are a great snack.,unrelated,False
4386,Humming out of tune is not allowed.,unrelated,False
4387,They make a lot of money.,stereotype,True
4388,Ones just starting out aren't making the big bucks.,anti-stereotype,True
